"56","0","Primera",3355,3503,3990,5401,4955,4964,5060,5324,5477,6043,5688,6117,5633,5652,5282,4385,4843,5052,5224,5308,5387,5678,5751,6012,6017,6262,6318,6345,6461,6145,5778,5608,5529,5328,5221,5424,5378,5113,5111,4772,4765,4685,5076,5175,5189,5248,5004,5057,5020,5288,5562,5650,5518,5549,5381,5415,5288,5109,4718,4673,4529,4303,4133,4054,3931,3620,3382,3046,2977,2832,2802,2630,2295,2245,2027,2010,1707,12736,383523
"57","0","Segunda",2681,2928,3425,4906,4630,4702,4767,5069,5275,5872,5576,6005,5541,5565,5206,4311,4748,4963,5124,5222,5296,5568,5643,5926,5892,6192,6210,6241,6355,6061,5688,5525,5454,5265,5155,5361,5315,5060,5056,4724,4711,4650,5040,5113,5136,5190,4953,5016,4981,5254,5516,5606,5478,5508,5348,5373,5244,5066,4685,4640,4496,4271,4107,4034,3898,3601,3355,3022,2943,2815,2770,2606,2268,2216,2013,1988,1690,12496,375600
"58","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,775,546,446,431,650,568,448,403,393,396,400,332,352,333,306,283,298,263,246,237,232,210,208,221,207,193,192,220,207,154,179,183,139,173,168,135,124,147,112,111,111,36,15,12,12,12,3,8,5,6,4,3,2,3,2,2,2,2,0,2,0,9,13255
"59","0","Refuerzo",532,694,1022,2412,2525,2740,2829,3096,3457,4186,4078,4675,4449,4639,4650,5189,5035,5034,5062,5107,5366,5557,5517,5682,5679,5982,6023,5988,6123,5864,5461,5318,5294,5084,5006,5197,5188,4900,4851,4621,4597,4530,4937,5014,5032,5017,4822,4885,4823,5123,5329,5410,5310,5355,5175,5218,5077,4857,4425,4404,4267,4082,3917,3847,3715,3438,3205,2873,2796,2667,2603,2448,2127,2047,1883,1828,1551,10867,339613
"60","0","Cuarta",0,1,0,82,77,78,97,115,204,626,737,1484,1746,2178,3047,3732,3698,3748,3683,3661,3879,4044,3950,4181,4153,4335,4427,4352,4582,4352,4141,3977,3998,3882,3891,4026,4065,3870,3845,3737,3653,3643,3954,4014,4013,4078,3889,3931,3955,4187,4379,4446,4429,4419,4319,4348,4258,4110,3695,3705,3637,3496,3377,3373,3219,2971,2803,2504,2423,2261,2256,2083,1802,1740,1576,1505,1267,8353,242752
"61","0","Primera",1464,1481,1611,2365,2084,2047,2098,2169,2228,2693,2364,2410,2269,2257,2135,1367,1522,1387,1369,1707,1943,2168,2198,2544,2563,2598,2794,2914,2855,2930,2895,2657,2649,2707,2592,2673,2656,2466,2482,2492,2446,2314,2459,2354,2334,2201,2086,2179,1954,2031,2203,2136,2081,2193,2194,2161,2135,2093,2065,2043,2044,1829,1815,1598,1489,1366,1258,1172,1103,1038,1021,947,852,804,765,687,677,4639,159569
"62","0","Segunda",1157,1260,1389,2203,1990,1960,2020,2100,2181,2644,2339,2392,2252,2237,2116,1341,1494,1360,1336,1670,1901,2138,2172,2505,2534,2576,2764,2877,2833,2897,2855,2634,2627,2684,2571,2656,2645,2451,2467,2472,2433,2301,2435,2347,2325,2188,2070,2164,1940,2022,2195,2122,2075,2181,2183,2157,2123,2086,2049,2029,2035,1827,1805,1587,1479,1362,1253,1168,1098,1032,1016,942,845,801,758,681,668,4582,157064
"63","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,1032,1035,972,940,668,633,549,411,394,429,344,390,379,354,358,316,329,276,287,261,250,221,236,180,178,184,192,207,173,159,139,140,132,144,142,141,103,112,96,106,101,64,3,0,3,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,15021
"64","0","Refuerzo",220,375,579,1498,1459,1450,1519,1626,1765,2291,2035,2124,2000,1993,1969,2460,2395,2242,2132,2435,2366,2568,2503,2684,2726,2790,2895,3040,2980,3044,3020,2790,2800,2817,2721,2769,2767,2557,2606,2534,2517,2405,2531,2457,2433,2258,2129,2233,2003,2098,2259,2171,2113,2222,2191,2190,2152,2064,1991,1960,1978,1775,1741,1535,1429,1319,1212,1129,1054,988,962,910,810,770,711,643,620,4126,157633
"65","0","Cuarta",0,0,0,52,67,75,74,84,144,646,669,848,913,1092,1472,1945,1938,1778,1653,1891,1869,1999,1878,2105,2139,2211,2318,2482,2387,2480,2440,2271,2345,2327,2272,2370,2364,2188,2248,2194,2184,2088,2220,2173,2138,1986,1865,1966,1748,1839,2003,1925,1895,1980,1951,1985,1934,1851,1791,1773,1797,1625,1592,1402,1331,1203,1101,1037,938,901,880,825,741,671,644,577,561,3405,120754
"66","0","Primera",12804,11592,12978,17219,15324,14447,14541,15042,15462,16738,15652,16329,15284,15170,14941,10455,12513,14500,14533,15116,13813,14100,15267,16390,16594,16627,17245,17765,18176,17493,16786,15887,15480,14574,14526,15319,15835,14769,14438,13838,13907,14495,15144,15146,15120,15117,14811,14287,14028,14945,15430,15572,15544,15150,14900,14960,14124,14290,13158,12723,12544,12032,11760,10533,11009,10011,9243,8784,8279,8018,7285,7039,6471,6246,5449,5070,4597,31925,1074708
"67","0","Segunda",10451,10115,11548,16213,14606,13898,14062,14601,15059,16430,15398,16101,15058,14956,14741,10210,12245,14210,14194,14763,13450,13716,14862,16041,16198,16258,16839,17388,17809,17160,16462,15632,15216,14310,14290,15121,15625,14561,14284,13684,13748,14342,15012,15007,14997,14984,14692,14168,13938,14835,15325,15472,15438,15037,14815,14860,14051,14214,13077,12664,12471,11966,11699,10479,10947,9959,9194,8745,8234,7971,7233,6993,6426,6192,5411,5038,4562,31481,1053442
"68","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,2496,1120,913,829,2519,2393,1355,911,754,742,740,692,645,652,576,565,479,466,430,412,439,424,389,374,334,341,357,360,327,290,238,264,264,244,244,247,232,184,191,200,173,120,11,3,3,5,2,0,2,3,1,0,1,0,0,1,0,0,0,0,0,1,31318
"69","0","Refuerzo",2794,3613,5180,10396,9942,9819,10082,10439,11315,13250,12413,13496,12846,13179,13515,14383,13613,14088,13719,14103,14478,14576,14622,15241,15307,15377,15937,16480,16855,16202,15614,14826,14377,13579,13601,14389,14969,13971,13726,13212,13176,13793,14522,14540,14578,14520,14204,13737,13512,14401,14904,15054,14994,14583,14394,14429,13600,13734,12561,12158,12018,11502,11218,10059,10550,9549,8822,8396,7874,7598,6859,6631,6055,5828,5069,4704,4222,27604,965476
"70","0","Cuarta",0,1,7,788,930,1014,1017,1078,1336,3303,3493,5337,6168,7302,9613,11119,10531,10888,10504,10722,10921,10942,11063,11532,11594,11680,12172,12630,12991,12542,12188,11604,11375,10784,10906,11583,12122,11350,11187,10848,10760,11404,12048,12151,12237,12232,11965,11702,11532,12318,12766,12850,12905,12584,12525,12542,11803,11966,11059,10726,10594,10258,10004,8977,9407,8507,7869,7445,7008,6787,6039,5815,5288,5079,4368,3990,3547,21802,710024
"71","0","Primera",81194,71573,79576,107453,94169,91026,92387,93663,94528,100853,93351,94318,91963,92175,91192,64285,85055,98702,99987,101112,96755,106622,111352,122894,124508,127224,129654,134051,135121,132023,124883,119318,114556,110811,107200,109571,111383,103909,100194,95073,91266,90872,94624,97053,97448,96993,95842,91384,87101,88264,89079,89510,91008,91783,90380,90791,85981,84251,78051,75138,72813,69001,64360,57384,56662,51850,48473,45690,44652,42712,40515,38467,35642,34137,30970,29028,26492,191450,6912781
"72","0","Segunda",65384,61615,70100,100153,89695,87211,88898,90361,91702,98639,91546,92667,90468,90676,89720,62523,83196,96516,97511,98636,93988,103703,108329,119731,121419,124159,126595,131075,132362,129329,122347,116988,112516,108902,105321,107827,109713,102456,98800,93732,90099,89766,93588,96010,96412,96002,94889,90545,86352,87553,88380,88847,90326,91106,89783,90139,85416,83691,77497,74693,72382,68600,63988,57086,56349,51566,48199,45450,44385,42470,40270,38261,35397,33907,30768,28813,26258,188891,6760643
"73","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35107,12994,5709,5185,9072,17795,12114,11157,7770,7251,7090,6998,6541,6092,5866,5424,5034,4627,4247,3933,3803,3886,3425,3173,2894,2611,2539,2147,2263,2042,1836,1775,1581,1408,1382,1288,1217,1105,1086,1010,944,805,433,59,37,27,32,16,14,10,13,4,7,5,3,5,2,1,3,0,1,1,9,224908
"74","0","Refuerzo",17616,21052,29229,61442,58211,57817,60112,62120,68060,78924,73741,76760,76935,79640,82050,89625,88324,93464,93241,97464,100774,104235,107506,114768,116081,118416,120815,124794,125851,123308,116896,111747,107653,104152,101069,103577,105898,98849,95533,90699,87350,87177,90912,93445,93795,93204,92347,88219,84065,85200,85945,86572,88112,88838,87492,87814,83019,81101,74730,72058,69914,66186,61708,55013,54477,49794,46427,43830,42636,40923,38650,36659,33849,32323,29274,27291,24793,170330,6213920
"75","0","Cuarta",4,1,13,4906,5280,5817,6126,6706,8836,19246,19858,28435,37389,46232,59697,69505,68801,72658,71958,74494,76727,79194,81775,87865,89217,91219,94050,97821,99615,98000,93373,89623,86928,84647,82622,85190,87613,82100,79878,76486,73985,74249,78168,80489,81022,80834,80391,77085,73856,74790,75640,76392,78041,78837,77675,78093,74010,72441,66869,64956,63236,59890,56018,50097,49677,45443,42393,40021,39105,37392,35182,33258,30651,29180,26243,24394,22033,143034,4694975
"76","0","Primera",4291,4078,4701,6243,5794,5536,5761,5862,5771,6350,5874,5939,5437,5598,5502,5107,5222,5612,5770,6071,6280,6350,6615,6770,6833,6859,6894,7065,6870,6835,6651,6323,5931,5917,5757,5900,5999,5577,5240,4983,4918,4892,4623,4587,4625,4558,4418,4055,3947,3758,3761,3791,3677,3659,3583,3649,3479,3409,3053,2939,2878,2827,2872,2458,2479,2119,1915,1884,1638,1557,1425,1318,1158,1072,1010,881,760,5433,351233
"77","0","Segunda",3141,3129,3769,5404,5121,4930,5264,5356,5363,5978,5567,5676,5190,5353,5268,4813,4874,5230,5359,5648,5843,5935,6182,6378,6478,6503,6556,6778,6585,6577,6419,6109,5724,5730,5609,5734,5848,5449,5118,4849,4805,4783,4517,4495,4518,4484,4358,4003,3888,3692,3706,3732,3629,3610,3540,3605,3427,3361,3010,2899,2845,2797,2841,2439,2458,2095,1893,1866,1625,1544,1410,1303,1147,1063,997,875,739,5354,334190
"78","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,765,787,814,817,814,861,823,804,816,745,690,679,691,617,558,552,493,469,429,452,412,393,355,326,282,286,228,234,223,205,184,185,156,147,140,140,125,106,99,88,88,23,7,5,3,5,0,3,0,2,1,2,0,1,0,1,0,0,0,1,0,1,19026
"79","0","Refuerzo",918,1069,1561,3027,2941,3032,3359,3423,3640,4537,4346,4554,4258,4470,4604,4877,4767,4960,5042,5342,5503,5612,5795,6002,6145,6202,6260,6466,6340,6394,6164,5862,5527,5499,5424,5550,5665,5339,4982,4737,4653,4688,4408,4373,4440,4363,4254,3913,3791,3606,3620,3655,3538,3529,3458,3528,3342,3237,2895,2774,2715,2695,2714,2357,2372,2022,1814,1791,1554,1468,1350,1244,1092,999,941,818,693,4729,299628
"80","0","Cuarta",0,0,0,117,115,143,185,180,255,924,1065,1608,1877,2290,2980,3519,3369,3366,3402,3539,3736,3722,3908,4047,4165,4312,4417,4710,4583,4716,4522,4367,4170,4186,4147,4313,4444,4239,3915,3770,3721,3829,3590,3609,3655,3651,3555,3256,3197,3053,3125,3126,3063,3038,3028,3084,2881,2829,2536,2436,2383,2390,2423,2093,2100,1794,1610,1599,1386,1300,1203,1086,940,861,836,692,572,3794,206647
"81","0","Primera",18103,16987,19570,27085,23878,23331,24041,24273,24536,26276,24558,25240,25111,24493,23981,20138,22707,25446,25576,25656,24366,25895,26555,28600,28814,29150,29344,30702,30510,29976,28348,27567,26514,25496,25477,26468,26777,25107,24411,23547,22682,23145,23724,24379,24038,23826,23500,23189,22471,23390,24041,24697,24836,25011,24979,25337,24296,23993,22851,22381,22270,21060,20285,18680,18521,17227,16149,15172,15037,14285,13617,12856,12394,11864,10755,9796,9213,66309,1816866
"82","0","Segunda",14531,14373,17126,25145,22558,22262,23005,23299,23677,25617,24028,24751,24651,24044,23592,19631,22213,24834,24938,24955,23702,25150,25788,27838,28092,28458,28657,30044,29824,29366,27774,27019,26012,25069,25020,26002,26344,24671,24009,23224,22373,22860,23441,24080,23755,23570,23243,22938,22245,23176,23829,24486,24635,24803,24809,25128,24094,23825,22695,22220,22143,20925,20164,18574,18401,17140,16058,15089,14953,14206,13535,12775,12314,11789,10670,9726,9133,65417,1776510
"83","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191,3078,1598,1352,2448,4064,2978,2757,1829,1727,1608,1510,1505,1387,1390,1214,1166,1088,966,913,870,916,811,772,700,642,625,539,488,450,431,429,348,350,346,322,324,333,285,254,249,258,104,10,10,8,9,4,7,3,0,3,1,2,2,2,2,0,0,2,1,0,4,51685
"84","0","Refuerzo",3659,4615,7057,15362,14702,14822,15659,16049,16807,19795,18760,19881,20559,20626,21189,23447,22874,23805,23575,24468,24700,24950,25406,26358,26473,26805,27020,28327,28215,27792,26108,25564,24589,23625,23769,24768,25135,23518,22888,22291,21498,21989,22533,23171,22786,22666,22327,22064,21373,22238,22967,23606,23819,23924,23957,24244,23277,22836,21756,21227,21196,20015,19334,17827,17638,16406,15407,14463,14330,13574,12919,12135,11745,11161,10016,9120,8533,57936,1614025
"85","0","Cuarta",1,3,3,1062,1255,1355,1526,1576,1933,4358,4576,6912,9437,11144,14580,17333,16964,17634,17380,17832,17890,18240,18382,19091,19250,19770,20243,21192,21269,21053,19982,19581,18928,18340,18685,19576,20075,18827,18420,18256,17578,18075,18738,19188,19088,19039,18727,18667,18043,18862,19532,20229,20372,20556,20547,21091,20154,19819,18995,18620,18639,17729,17250,15847,15786,14640,13830,12979,12846,12181,11622,10839,10393,9877,8770,7989,7344,47304,1185699
"86","0","Primera",5146,4988,5332,7335,6307,6043,6418,6575,6686,7620,7097,7515,7091,7159,6897,6136,6147,6537,6463,6702,6679,7041,6784,7206,7098,7405,7559,7605,7668,7391,7196,7082,6833,6568,6408,6821,6951,6714,6438,6211,6188,6026,6569,6891,7176,7469,7386,7349,6969,7345,7437,7477,7376,7291,7135,7048,6964,7033,6425,6290,6113,5884,5515,5321,5227,4845,4419,4254,4112,3994,3813,3532,3378,3021,2862,2710,2515,17141,498352
"87","0","Segunda",4325,4396,4822,6932,6077,5859,6243,6426,6541,7495,6991,7441,7010,7083,6831,6066,6047,6450,6355,6601,6567,6919,6667,7081,7003,7288,7450,7498,7551,7308,7112,7003,6763,6501,6341,6765,6884,6669,6366,6152,6137,5991,6526,6845,7129,7418,7327,7301,6939,7310,7404,7435,7341,7240,7104,7006,6931,6990,6390,6261,6086,5866,5499,5305,5201,4824,4395,4233,4092,3980,3786,3515,3358,3002,2843,2684,2495,16931,490999
"88","0","Unica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,710,609,565,589,443,368,381,340,325,306,308,317,299,274,247,241,242,244,195,204,216,193,185,173,154,142,153,177,163,144,169,112,124,136,122,104,85,99,96,83,67,44,6,3,2,3,3,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,11354
"89","0","Refuerzo",1493,1805,2582,4925,4723,4569,5010,5100,5142,6184,5738,6347,6030,6278,6294,6774,6295,6561,6384,6622,6451,6678,6434,6793,6725,6935,7132,7157,7220,6989,6809,6741,6537,6297,6108,6536,6694,6481,6151,5943,5959,5815,6347,6660,6901,7229,7150,7059,6757,7131,7191,7222,7122,7043,6880,6804,6729,6764,6171,6027,5882,5645,5310,5107,4997,4662,4224,4093,3908,3809,3608,3331,3193,2842,2686,2511,2318,15009,455763
"90","0","Cuarta",0,0,2,528,652,651,729,751,760,1868,1831,2741,2992,3690,4438,5209,4848,5046,4874,5018,4854,4999,4847,5128,5021,5258,5400,5369,5557,5379,5272,5278,5127,4907,4838,5245,5356,5272,4953,4784,4871,4783,5290,5526,5732,6043,5982,5962,5726,6034,6100,6176,6108,6057,5971,5842,5839,5883,5400,5300,5231,5041,4730,4548,4480,4220,3784,3703,3511,3374,3204,2902,2781,2475,2359,2155,1990,12110,336695
