AGNO;RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;ESTADO_ESTAB;MAT_SI_1;MAT_HOM_1;MAT_MUJ_1;MAT_ENS_1;MAT_SI_2;MAT_HOM_2;MAT_MUJ_2;MAT_ENS_2;MAT_HOM_3;MAT_MUJ_3;MAT_ENS_3;MAT_SI_4;MAT_HOM_4;MAT_MUJ_4;MAT_ENS_4;MAT_SI_5;MAT_HOM_5;MAT_MUJ_5;MAT_ENS_5;MAT_HOM_6;MAT_MUJ_6;MAT_ENS_6;MAT_HOM_7;MAT_MUJ_7;MAT_ENS_7;MAT_HOM_8;MAT_MUJ_8;MAT_ENS_8;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_SI_TOT;MAT_TOTAL;CUR_SIM_01;CUR_SIM_02;CUR_SIM_03;CUR_SIM_04;CUR_SIM_05;CUR_SIM_06;CUR_SIM_07;CUR_SIM_08;CUR_SIM_TOT;CUR_COMB_01;CUR_COMB_02;CUR_COMB_TOT
2022;1;9;LICEO POLITECNICO ARICA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;171;488;83;96;179;400;267;0;667;0;0;0;0;0;0;20;16;36;0;0;0
2022;2;7;PARVULARIO LAS ESPIGUITAS;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;84;82;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;82;0;166;8;0;0;0;0;0;0;0;8;0;0;0
2022;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;376;0;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376;0;0;376;0;0;43;0;0;0;0;0;43;0;0;0
2022;4;3;LICEO OCTAVIO PALMA PEREZ;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;554;1014;0;0;0;0;0;0;0;0;0;460;554;0;1014;0;0;0;0;29;0;0;0;29;0;0;0
2022;5;1;JOVINA NARANJO FERNANDEZ;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;138;90;228;0;0;0;0;0;0;0;0;237;225;462;41;40;81;0;0;0;0;0;0;416;355;0;771;0;8;0;0;15;5;0;0;28;0;0;0
2022;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;690;473;1163;0;0;0;690;473;0;1163;0;0;0;0;0;0;40;0;40;0;0;0
2022;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;32;22;54;0;174;112;286;0;0;0;0;0;0;0;0;211;150;361;0;0;0;0;0;0;0;0;0;417;284;0;701;2;8;0;0;12;0;0;0;22;0;0;0
2022;9;4;ESCUELA REPUBLICA DE ISRAEL;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;82;110;192;0;662;571;1233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744;681;0;1425;7;32;0;0;0;0;0;0;39;0;0;0
2022;10;8;ESCUELA REPUBLICA DE FRANCIA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;27;27;0;0;197;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;0;224;0;8;0;0;0;0;0;0;8;1;0;1
2022;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;22;10;32;0;154;131;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;141;0;317;2;10;0;0;0;0;0;0;12;0;0;0
2022;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;28;15;43;0;160;134;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;149;0;337;2;9;0;0;0;0;0;0;11;0;0;0
2022;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;17;20;37;0;132;105;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;125;0;274;2;8;0;0;0;0;0;0;10;0;0;0
2022;14;0;ESCUELA ROMULO J. PENA MATURANA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;29;29;58;0;172;121;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;150;0;351;2;8;0;0;0;0;0;0;10;0;0;0
2022;15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;105;154;259;0;0;0;0;0;0;0;0;62;60;122;0;0;0;0;0;0;0;0;0;167;214;0;381;0;8;0;0;4;0;0;0;12;0;0;0
2022;16;7;ESCUELA REGIMIENTO RANCAGUA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;37;17;54;0;161;88;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;105;0;303;2;8;0;0;0;0;0;0;10;0;0;0
2022;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;39;25;64;0;206;180;386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;205;0;450;3;13;0;0;0;0;0;0;16;0;0;0
2022;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;21;20;41;0;169;131;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;151;0;341;2;11;0;0;0;0;0;0;13;0;0;0
2022;19;1;ESC. HUMBERTO VALENZUELA GARCIA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;21;25;46;0;143;121;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;146;0;310;2;8;0;0;0;0;0;0;10;0;0;0
2022;20;5;ESCUELA TUCAPEL;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;41;37;78;0;226;173;399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;210;0;477;4;16;0;0;0;0;0;0;20;0;0;0
2022;21;3;ESCUELA CARLOS GUIRAO MASSIF;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;22;1;ESCUELA GABRIELA MISTRAL;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;77;69;146;0;433;379;812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510;448;0;958;7;24;0;0;0;0;0;0;31;0;0;0
2022;25;6;COLEGIO CENTENARIO DE ARICA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;46;41;87;0;289;245;534;0;0;0;0;0;0;0;0;126;100;226;0;0;0;0;0;0;0;0;0;461;386;0;847;4;16;0;0;8;0;0;0;28;0;0;0
2022;26;4;ESCUELA REPUBLICA DE ARGENTINA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;18;11;29;0;115;97;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;108;0;241;2;8;0;0;0;0;0;0;10;0;0;0
2022;27;2;ESCUELA ESMERALDA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;16;16;32;0;174;113;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;129;0;319;0;8;0;0;0;0;0;0;8;1;0;1
2022;28;0;ESCUELA RICARDO SILVA ARRIAGADA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;30;26;56;0;247;192;439;40;51;91;0;0;0;0;0;0;0;0;129;109;238;0;0;0;0;0;0;446;378;0;824;2;15;4;0;0;8;0;0;29;0;0;0
2022;29;9;ESCUELA AMERICA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;50;48;98;0;267;226;493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;274;0;591;4;16;0;0;0;0;0;0;20;0;0;0
2022;30;2;ESCUELA DR. RICARDO OLEA GUERRA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;124;73;197;0;0;0;0;0;0;0;0;0;0;0;0;0;124;73;0;197;0;0;0;24;0;0;0;0;24;0;0;0
2022;31;0;ESCUELA DARIO SALAS DIAZ;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;40;38;78;0;172;164;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;202;0;414;4;8;0;0;0;0;0;0;12;0;0;0
2022;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;67;52;119;0;265;249;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;59;166;0;0;0;439;360;0;799;4;16;0;0;0;0;6;0;26;0;0;0
2022;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;19;19;38;0;88;75;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;94;0;201;2;8;0;0;0;0;0;0;10;0;0;0
2022;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;11;21;32;0;46;35;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;56;0;113;2;0;0;0;0;0;0;0;2;0;3;3
2022;36;1;ESCUELA IGNACIO CARRERA PINTO;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;30;22;52;0;138;129;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;151;0;319;2;8;0;0;0;0;0;0;10;0;0;0
2022;38;8;ESCUELA ESPAÑA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;33;37;70;0;240;199;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;236;0;509;2;15;0;0;0;0;0;0;17;0;0;0
2022;39;6;ESCUELA PAMPA ALGODONAL;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;4;6;10;0;36;24;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;30;0;70;1;1;0;0;0;0;0;0;2;0;2;2
2022;41;8;ESCUELA VALLE DE CHACA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;21;26;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;26;0;47;0;0;0;0;0;0;0;0;0;0;1;1
2022;42;6;ESCUELA MOLINOS LLUTA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;11;11;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;22;0;0;0;0;0;0;0;0;0;0;3;3
2022;43;4;JARDIN INFANTIL CEPILLIN;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;13;11;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;0;24;2;0;0;0;0;0;0;0;2;0;0;0
2022;44;2;JARDIN INFANTIL PEQUENILANDIA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;45;0;COLEGIO ITALIANO SANTA ANA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;71;71;0;0;563;563;0;0;0;0;0;0;0;0;1;285;286;0;0;0;0;0;0;0;0;0;1;919;0;920;2;16;0;0;8;0;0;0;26;0;0;0
2022;46;9;JARDIN INFANTIL SAN ANDRES;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;47;7;J.  I. KURUMI;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;14;12;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;0;26;0;0;0;0;0;0;0;0;0;1;0;1
2022;50;7;COLEGIO ADVENTISTA DE ARICA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;179;181;360;0;0;0;0;0;0;0;0;88;89;177;0;0;0;0;0;0;0;0;0;267;270;0;537;0;8;0;0;4;0;0;0;12;0;0;0
2022;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;147;169;316;0;947;920;1867;0;0;0;0;47;27;74;0;613;636;1249;0;0;0;302;226;528;0;0;0;2056;1978;0;4034;9;43;0;5;29;0;12;0;98;0;0;0
2022;55;8;JARDIN INFANTIL MONTESSORI GARDEN;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;56;6;COLEGIO SAN MARCOS DE ARICA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;39;15;54;0;333;302;635;0;0;0;0;0;0;0;0;152;166;318;0;0;0;0;0;0;0;0;0;524;483;0;1007;2;16;0;0;8;0;0;0;26;0;0;0
2022;57;4;JARDIN INFANTIL ZORZALITO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;59;0;COLEGIO SAN JORGE;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;33;19;52;0;124;136;260;0;0;0;0;0;0;0;0;84;82;166;0;0;0;0;0;0;0;0;0;241;237;0;478;4;16;0;0;8;0;0;0;28;0;0;0
2022;60;4;COLEGIO ALEMAN DE ARICA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;66;61;127;0;308;284;592;0;0;0;0;0;0;0;0;121;173;294;0;0;0;0;0;0;0;0;0;495;518;0;1013;4;16;0;0;7;0;0;0;27;0;0;0
2022;65;5;J.  I.  SOLDADITO DE PLOMO;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;66;3;JARDIN INFANTIL PLUTO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;3;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;7;0;0;0;0;0;0;0;0;0;1;0;1
2022;67;1;ABRAHAM LINCOLN SCHOOL;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;20;14;34;0;254;272;526;0;0;0;0;0;0;0;0;105;92;197;0;0;0;0;0;0;0;0;0;379;378;0;757;2;16;0;0;6;0;0;0;24;0;0;0
2022;69;8;JUNIOR COLLEGE;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;19;19;38;0;228;266;494;0;0;0;0;0;0;0;0;98;83;181;0;0;0;0;0;0;0;0;0;345;368;0;713;2;22;0;0;8;0;0;0;32;0;0;0
2022;70;1;ESCUELA VALLE DE ESQUINA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;10;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;11;0;0;0;0;0;0;0;0;0;0;1;1
2022;72;8;LICEO VALLE DE CODPA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;20;25;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;11;23;0;0;0;32;36;0;68;0;4;0;0;0;0;4;0;8;0;1;1
2022;73;6;ESCUELA VALLE DE COBIJA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2022;74;4;ESCUELA VALLE DE CAMARONES;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;8;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;15;0;0;0;0;0;0;0;0;0;0;2;2
2022;75;2;ESCUELA VALLE DE GUANACAGUA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;1;1
2022;76;0;ESCUELA VALLE DE CUYA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;6;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;8;0;3;0;0;0;0;0;0;3;0;1;1
2022;78;7;LICEO GRANADEROS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;11;7;18;0;85;63;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;24;66;0;0;0;138;94;0;232;0;8;0;0;0;0;4;0;12;1;0;1
2022;79;5;ESCUELA EL MARQUEZ;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;1;1
2022;81;7;ESCUELA PAYACHATAS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2022;82;5;ESCUELA SAN FRANCISCO DE ASIS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2022;83;3;ESCUELA COTA COTANI;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2022;84;1;ESCUELA LOS ALAMOS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2022;86;8;ESCUELA SAN SANTIAGO DE BELEN;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;2;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;7;0;0;0;0;0;0;0;0;0;0;1;1
2022;87;6;ESCUELA ANCOLACANE;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;1;1
2022;88;4;ESCUELA ALCERRECA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;89;2;ESCUELA HUMAPALCA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2022;90;6;ESCUELA INTERNADO VISVIRI;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;17;19;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;19;0;36;0;2;0;0;0;0;0;0;2;0;2;2
2022;91;4;ESCUELA COSAPILLA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;5;0;0;0;0;0;0;0;0;0;0;1;1
2022;92;2;ESCUELA CHISLLUMA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;1;1
2022;93;0;ESCUELA CHUJLLUTA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;4;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;7;0;0;0;0;0;0;0;0;0;0;1;1
2022;94;9;ESCUELA GUACOYO;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;5;0;1;0;0;0;0;0;0;1;0;1;1
2022;95;7;ESCUELA COLPITAS;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2022;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;238;504;0;0;0;266;238;0;504;0;0;0;0;0;0;17;0;17;0;0;0
2022;98;1;CENTRO DE DIAGNOSTICO;3;2;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;100;7;ESCUELA;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;101;5;HOGAR ESTUDIANTIL;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;78;43;121;0;0;0;0;0;0;0;0;0;0;0;0;0;78;43;0;121;0;0;0;17;0;0;0;0;17;0;0;0
2022;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;126;157;283;0;0;0;0;0;0;0;0;63;127;190;0;0;0;0;0;0;0;0;0;189;284;0;473;0;10;0;0;7;0;0;0;17;0;0;0
2022;105;8;CENTRO DE CAPACITACION LABORAL;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;42;15;57;0;0;0;0;0;0;0;0;0;0;0;0;0;42;15;0;57;0;0;0;8;0;0;0;0;8;0;0;0
2022;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;5;4;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;29;27;56;0;0;0;0;0;0;0;0;171;89;260;0;0;0;173;68;241;0;0;0;373;184;0;557;0;2;0;0;8;0;8;0;18;0;0;0
2022;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;29;33;62;0;0;0;0;0;0;0;0;225;178;403;0;0;0;0;0;0;0;0;0;254;211;0;465;0;2;0;0;14;0;0;0;16;0;0;0
2022;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;251;568;0;0;0;317;251;0;568;0;0;0;0;0;0;21;0;21;0;0;0
2022;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;230;144;374;0;0;0;0;0;0;0;0;102;101;203;0;0;0;79;134;213;0;0;0;411;379;0;790;0;11;0;0;6;0;8;0;25;0;0;0
2022;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;60;73;133;0;297;261;558;0;0;0;0;0;0;0;0;144;127;271;0;0;0;0;0;0;0;0;0;501;461;0;962;4;16;0;0;8;0;0;0;28;0;0;0
